ID,path,title,authors,translators,author_qids,translator_qids,original_language,genre,source_edition
73,/p46/m73,אַחֲרוֹן אַחֲרוֹן חָבִיב,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
74,/p117/m74,אב ובנו [ב],יהודה שטיינברג,"",4526788,"","",פרוזה,""
75,/p46/m75,מכתב מאת יהודה,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
76,/p46/m76,"אַחֲרֵי מוֹת שַׁדָּ""ל",יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
77,/p46/m77,למגיה הספרים,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
78,/p46/m78,"הר""ר חיים יונה גורלאנד",יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
79,/p46/m79,הַזְּאֵב וְהַכֶּלֶב הָרָזֶה,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
80,/p83/m80,סידאניע או לב נשבר ונרפא,מרדכי דוד ברנדשטטר,"",16133427,"","",פרוזה,""
81,/p46/m81,הַמָּוֶת וְהַהוֹלֵךְ לָמוּת,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
82,/p46/m82,נֹאד הֶחָלָב,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
83,/p46/m83,מוֹתַר הָאָדָם,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
84,/p46/m84,הַזְּאֵב לִפְנֵי מוֹתוֹ וְהַשּׁוּעָל,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
85,/p46/m85,מַגְבִּיהּ פִּתְחו מְבַקּשׁ שֶׁבֶר,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
86,/p46/m86,מכתמים - פְּקֻדַּת עֲקָרָה,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
87,/p46/m87,הַחִזָּיוֹן,גוטהולד אפרים לסינג,יהודה ליב גורדון,34628,1376036,de,משלים,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
88,/p46/m88,חַנָּה!,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
89,/p46/m89,הַשְׁאָרַת הַנָּפֶשׁ,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
90,/p46/m90,"כתובת על מצבת ""משלי יהודה""",יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
91,/p46/m91,העלמה וצלמה,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
92,/p46/m92,חִידוֹת בְּמִלּוֹת יְחִידוֹת,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
93,/p142/m93,אגרות למשה קלמנסון,דוד פרישמן,"",705482,"","",מכתבים,""
95,/p66/m95,מהתחלה,יוסף חיים ברנר,"",939732,"","",פרוזה,"ע""פ “כתבים”, כרכים א‘-ב’, תל-אביב: הקיבוץ המאוחד, תשל“ח-תשמ”ה"
96,/p181/m96,כיצד קולטים,משה בילינסון,"",6967447,"","",מאמרים ומסות,"מתוך ""בדרך לעצמאות"", תל אביב: דבר, ת”ש"
97,/p54/m97,מִכְתָּב,מתתיהו שוהם,"",1908866,"","",שירה,הוצאת אגודת הסופרים
98,/p154/m98,רגעי חיים ומות,יוסף לואידור,"",7044190,"","",פרוזה,""
99,/p161/m99,[מי יתנני כפר לעפר ישקני],יהודה הלוי,"",299200,"","",שירה,""
101,/p46/m101,הַשַּׁחַר נִדְמֹה נִדְמָה,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
102,/p122/m102,"בפי השיר השלישי לא בא דבר פגול, ולהורות נתן בלבו, מה יהיה משפט הרופא ומעשהו",אפרים לוצטו,"",7058244,"","",שירה,"ע“פ הוצאת מחברות לספרות, תל אביב, תש”ב"
103,/p51/m103,הכוח הרוחני של עם ישראל,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
104,/p72/m104,יוֹסֵף ראַבּינוֹבִיץ,שמואל ליב ציטרון,"",944922,"","",מאמרים ומסות,"מתוך ""מאחורי הפרגוד: מומרים, בוגדים, מתכחשים"", וילנה: צבי מץ, תרפ""ד 1923"
105,/p95/m105,הרימו מכשול!,פרץ סמולנסקין,"",1371532,"","",מאמרים ומסות,"השחר, שנת שתים-עשרה"
106,/p72/m106,יאקוב אלכסאנדרוביץ בראפמאן,שמואל ליב ציטרון,"",944922,"","",מאמרים ומסות,"מתוך ""מאחורי הפרגוד: מומרים, בוגדים, מתכחשים"", וילנה: צבי מץ, תרפ""ד 1923"
107,/p46/m107,לתלמידי הבאראן אלפריד גינצבורג,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
108,/p51/m108,לאומיות וסוציאליזם,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
109,/p51/m109,תשובה לפסימיסטים מישראל,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
110,/p51/m110,פרוץ המלחמה וההכנות למכירת הטכניון,שמריהו לוין,"",119618,"","",מכתבים,""
111,/p51/m111,ד. משיח לישראל והגאולה השלימה,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
112,/p51/m112,חוקים בהסטוריה,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
113,/p155/m113,האילמת,יצחק ליבוש פרץ,"",425644,"","",פרוזה,""
114,/p51/m114,"""אִם"" ושלשה קוים",שמריהו לוין,"",119618,"","",מאמרים ומסות,""
115,/p41/m115,שִׁיר הַשִּׁירִים,נפתלי הרץ אימבר,"",359717,"","",שירה,""
116,/p51/m116,אגרות שמריהו לוין: חבר הוועד הפועל המצומצם ובונה הטכניון,שמריהו לוין,"",119618,"","",מכתבים,""
117,/p51/m117,בימי המעבר,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
118,/p51/m118,לאומיות וסוציאליזם,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
119,/p51/m119,היש לנו?,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
120,/p51/m120,שאלות הזמן,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
121,/p51/m121,"ה""חלוקה""",שמריהו לוין,"",119618,"","",מאמרים ומסות,""
122,/p51/m122,הסוציאלדימוקרטיה היהודית והפלוטוקרטיה,שמריהו לוין,"",119618,"","",מאמרים ומסות,""
123,/p49/m123,עברה מדבש,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
124,/p49/m124,ואומר היש סמן,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
125,/p18/m125,על המועצה החקלאית,אהרן דוד גורדון,"",399986,"","",מאמרים ומסות,""
126,/p86/m126,ספר תחכמוני – שַׁעַר תְּשִׁיעִי,יהודה אלחריזי,"",1350978,"","",שירה,""
127,/p58/m127,דברים היוצאים מן הלב,משה ליב לילינבלום,"",742539,"","",מאמרים ומסות,"מתוך כל כתבי משה ליב ליליינבלום, קרקא: דפוס יוסף פישר, תרע""ב"
129,/p76/m129,סנדלים בלים,ש' בן־ציון,"",2905102,"","",שירה,""
130,/p55/m130,בימי ירושלים,ברל כצנלסון,"",786429,"","",מאמרים ומסות,""
131,/p36/m131,לחוקת התור להתישבות,אליעזר יפה,"",4206040,"","",מאמרים ומסות,""
132,/p164/m132,חידות,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",מאמרים ומסות,""
133,/p180/m133,[הֲגָנַבְתָּ וְכִחַשְׁתָּ],שלמה אבן גבירול,"",239355,"","",שירה,""
134,/p370/m134,מוכוחי הקונגרס הרביעי,בנימין זאב הרצל,מיכל ברקוביץ,44003,7216296,de,מאמרים ומסות,""
135,/p166/m135,מראשית מלכות בית דוד עד מות חזקיהו: ימי ברית הממלכות,זאב יעבץ,"",12407187,"","",עיון,""
136,/p61/m136,יומן ג'ניבה,חיים ארלוזורוב,"",726510,"","",מאמרים ומסות,""
137,/p49/m137,אם תבך,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
138,/p164/m138,לא בא אל החוף,מיכה יוסף ברדיצ'בסקי,"",1926717,"","",פרוזה,""
139,/p141/m139,[ובכן -- הדרור],רחל בלובשטיין,"",241180,"","",שירה,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
140,/p147/m140,התקופה בתולדות העמים,יוסף זליגר,"",12407993,"","",מאמרים ומסות,""
141,/p33/m141,מחשבות ומעשים XXIX,אלחנן ליב לוינסקי,"",7017172,"","",מאמרים ומסות,""
142,/p170/m142,עלי מה זה צביה,משה אבן עזרא,"",719393,"","",שירה,""
143,/p68/m143,בדד במעוני,מרדכי צבי מאנה,"",6633218,"","",שירה,"מתוך ""כל כתבי מרדכי צבי מאנה: קובץ שיריו, מאמריו ומכתביו"", ורשה: צנטרל, תרע”ד 1913"
144,/p20/m144,עָבַר עֲלֵי נְוַת אֵל נַחֲלָה,אברהם אבן עזרא,"",270670,"","",שירה,""
145,/p46/m145,קִינָה לְתִשְׁעָה בְּאָב,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
147,/p77/m147,נודד וצוק עתו,וידל בנבנשתי,"",7927660,"","",שירה,""
148,/p137/m148,אל גרם המעלות,רחל מורפורגו,"",16579983,"","",שירה,""
149,/p57/m149,הַנִּיחוּ לִי וְאֶשְׁתֶּה / אנקריאון,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""כתבי שאול טשרניחובסקי"", כרך ו', תל אביב: עם עובד, תש""ן"
150,/p161/m150,רב לכם מוכיחי בריב,יהודה הלוי,"",299200,"","",שירה,""
152,/p49/m152,[אדם יפה],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
153,/p24/m153,ספר הבדיחה והחידוד: גדולים ומפורסמים,אלתר דרויאנוב,"",437809,"","",פרוזה,"מתוך “ספר הבדיחה והחידוד”, תל אביב: דביר, 1963"
154,/p148/m154,תלג'יה,אלתר לוין,"",12404017,"","",שירה,"ירושלים: דקל, תר""ף"
155,/p20/m155,[אחרה עת פדותי],אברהם אבן עזרא,"",270670,"","",שירה,""
156,/p45/m156,רבי יוסף הלוי,בר טוביה,"",7027205,"","",מאמרים ומסות,""
157,/p170/m157,מַה-נָּאווּ עַל הָרִים רַגְלֵי מְבַשֵּׂר,משה אבן עזרא,"",719393,"","",שירה,""
159,/p46/m159,מתנובות שדי,יהודה ליב גורדון,"",1376036,"","",זכרונות ויומנים,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
160,/p46/m160,איש שעיר ואיש חלק,יהודה ליב גורדון,"",1376036,"","",שירה,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
161,/p170/m161,יְנֻחָמוּ יְרֻחָמוּ,משה אבן עזרא,"",719393,"","",שירה,""
162,/p40/m162,אגרות תנחומים,קלמן שולמן,"",1722529,"","",מכתבים,"מתוך ""שפה ברורה"", מהדורה שנייה, וילנה 1864."
164,/p80/m164,הקוזקים של משיח,נחום סוקולוב,"",918966,"","",פרוזה,""
166,/p146/m166,אחלי תביט בעינך,שלום שבזי,"","","","",שירה,""
167,/p167/m167,לישרים תהילה,משה חיים לוצטו,"",982845,"","",מחזות,""
168,/p139/m168,הצלוחית,צבי חיים הרמן רקנדורף,"",6796659,4249304,"",פרוזה,""
169,/p181/m169,הספר הלבן של פספילד,משה בילינסון,"",6967447,"","",מאמרים ומסות,"מתוך ""בדרך לעצמאות"", תל אביב: דבר, ת”ש"
171,/p23/m171,הקדמה לחלק השלישי,אחד העם,"",380425,"","",מאמרים ומסות,""
174,/p57/m174,לנוכח פסל אפולו,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
175,/p57/m175,שָׁלֹש אֲתוֹנוֹת (אַגָּדָה),שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
177,/p158/m177,אניה בלב-ים,מיכה יוסף לבנזון,"",973591,"","",שירה,""
178,/p142/m178,מֵעֵבֶר לַנָּהָר,דוד פרישמן,"",705482,"","",פרוזה,""
180,/p137/m180,"קינה היא בשנת ""כטל לישראל""",רחל מורפורגו,"",16579983,"","",שירה,""
181,/p89/m181,שלמה המלך והדבורה,חיים נחמן ביאליק,"",359705,"","",פרוזה,"הוקלד לפי מהדורת דביר תשכ""ה. "
182,/p180/m182,[אמר לאשר לבבו רם],שלמה אבן גבירול,"",239355,"","",שירה,""
183,/p66/m183,הָאֹהֱלָה (מכתב מארץ-ישראל),יוסף חיים ברנר,"",939732,"","",מאמרים ומסות,"ע“פ “כתבים”, כרכים ג-ד, תל-אביב: הקיבוץ המאוחד, תשל”ח-תשמ""ה"
184,/p77/m184,תתמה ידיד,וידל בנבנשתי,"",7927660,"","",שירה,""
185,/p89/m185,משנה לעם,חיים נחמן ביאליק,"",359705,"","",מאמרים ומסות,"מתוך ""דברי ספרות"", תל אביב: דביר, תשכ""ה"
186,/p89/m186,הם מתנערים מעפר,חיים נחמן ביאליק,"",359705,"","",שירה,"תל אביב: דביר, תשל""ג"
187,/p49/m187,[אֲשַׁלַּח בְּכַנְפֵי],שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
189,/p94/m189,חֶזְיוֹנוֹת וְשִׁגְיוֹנוֹת,מנחם מנדל דוליצקי,"",12409282,"","",שירה,""
190,/p49/m190,שירה בפי,שמואל הנגיד,"",467161,"","",שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
191,/p89/m191,בועידת הסופרים,חיים נחמן ביאליק,"",359705,"","",מאמרים ומסות,"מתוך ""דברים שבעל פה"", תל אביב: דביר, תרצ""ה 1935"
192,/p117/m192,מעשה השגחה,יהודה שטיינברג,"",4526788,"","",פרוזה,""
193,/p80/m193,התוכל ארץ ישראל לפתור את שאלת היהודים?,נחום סוקולוב,"",918966,"","",מאמרים ומסות,""
194,/p89/m194,עציץ פרחים,חיים נחמן ביאליק,"",359705,"","",שירה,"תל אביב: דביר, תשל""ג"
195,/p153/m195,צדיק ונושע,וילהלם פריי,משה מאיר אסטרינסקי,94872512,106890087,de,פרוזה,"לובלין: דפוס א' פעדער וב' זעצער, תרנ""ה"
196,/p142/m196,הַטָּבוּעַ,אלכסנדר סרגיביץ' פושקין,דוד פרישמן,7200,705482,ru,שירה,""
197,/p14/m197,עיקרי התחיה,אברהם שטרן,"",461846,"","",מאמרים ומסות,""
198,/p80/m198,לְיוֹם הֻלֶּדֶת,נחום סוקולוב,"",918966,"","",שירה,""
199,/p59/m199,החידוד במדרש הכתובים,ישראל חיים טביוב,"",1674586,"","",מאמרים ומסות,""
201,/p12/m201,פרח תכלת,ראובן בריינין,"",356423,"","",פרוזה,"ע""פ “כתבים נבחרים”, ניו-יורק, 1917"
202,/p135/m202,נחום סוקולוב,משה גליקסון,"","","","",מאמרים ומסות,""
204,/p80/m204,בלפור,נחום סוקולוב,"",918966,"","",מאמרים ומסות,""
205,/p57/m205,בֵּית-הַכְּנֶסֶת הַיָּשָׁן בְּתֵאוֹדוֹסְיָה,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
206,/p181/m206,נוטי הקו,משה בילינסון,"",6967447,"","",מאמרים ומסות,"מתוך ""בימי תחית איטליה"", תל אביב: חברה, תר""ץ"
207,/p57/m207,מחמד,שאול טשרניחובסקי,"",521410,"","",שירה,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
208,/p89/m208,יום הששי הקצר,חיים נחמן ביאליק,"",359705,"","",פרוזה,"תל אביב: דביר, תשכ""ה"
209,/p89/m209,צִפֹּרֶת,חיים נחמן ביאליק,"",359705,"","",שירה,"תל אביב: דביר, תשל""ג"
210,/p147/m210,דרישה אל המתים,יוסף זליגר,"",12407993,"","",מאמרים ומסות,"נדפס בשבועון ""בת קול"". גל. יז-יח, לבוב   תרע""ג."
211,/p117/m211,ניצוצים קדושים,יהודה שטיינברג,"",4526788,"","",פרוזה,""
212,/p142/m212,ומקלכם בידכם,דוד פרישמן,"",705482,"","",מאמרים ומסות,""
